gene_name	human_gene_id	human_protein_ids	OG_N0	pike_gene_id	salmon_gene_id	ratio	interacting_genes
ITGA6	ENSG00000091409	P23229	OG6v0001092.55	ENSELUG00000001333	ENSSSAG00000006725,ENSSSAG00000066104	1:1:2	ENSG00000063978,ENSG00000065618,ENSG00000082781,ENSG00000105855,ENSG00000107731,ENSG00000109906,ENSG00000110900,ENSG00000115221,ENSG00000124145,ENSG00000132470,ENSG00000150093,ENSG00000160255,ENSG00000165731,ENSG00000169398,ENSG00000177697,ENSG00000180900,ENSG00000259207
DCTN1	ENSG00000204843	Q14203	OG6v0002375.48	ENSELUG00000002022	ENSSSAG00000003998	1:1:1	ENSG00000047410,ENSG00000119283,ENSG00000119397,ENSG00000122966,ENSG00000126883,ENSG00000129250,ENSG00000130762,ENSG00000132622,ENSG00000135525,ENSG00000135720,ENSG00000136811,ENSG00000137100,ENSG00000138834,ENSG00000144635,ENSG00000147874,ENSG00000175203,ENSG00000185963
RNF4	ENSG00000063978	P78317	OG6v0004256.38	ENSELUG00000010064	ENSSSAG00000015634	1:1:1	ENSG00000063854,ENSG00000077152,ENSG00000078967,ENSG00000091409,ENSG00000101966,ENSG00000104343,ENSG00000111711,ENSG00000113456,ENSG00000115365,ENSG00000130935,ENSG00000143847,ENSG00000147955,ENSG00000166788,ENSG00000167034,ENSG00000174446,ENSG00000239382,ENSG00000243943
ITGAV	ENSG00000138448	P06756	OG6v0004880.32	ENSELUG00000013544	ENSSSAG00000075460,ENSSSAG00000040232	1:1:2	ENSG00000005884,ENSG00000013725,ENSG00000074660,ENSG00000077782,ENSG00000082781,ENSG00000089159,ENSG00000105855,ENSG00000110651,ENSG00000111206,ENSG00000115221,ENSG00000120899,ENSG00000124145,ENSG00000132470,ENSG00000150093,ENSG00000160255,ENSG00000165240,ENSG00000259207
TP53BP1	ENSG00000067369	Q12888	OG6v0006412.28	ENSELUG00000003079	ENSSSAG00000118108,ENSSSAG00000048027	1:1:2	ENSG00000012048,ENSG00000048028,ENSG00000079246,ENSG00000089053,ENSG00000100749,ENSG00000112130,ENSG00000119041,ENSG00000147162,ENSG00000163029,ENSG00000166896,ENSG00000168566,ENSG00000168802,ENSG00000173611,ENSG00000174405,ENSG00000182446,ENSG00000186432,ENSG00000227057
BAZ1B	ENSG00000009954	Q9UIG0	OG6v0006431.28	ENSELUG00000018642	ENSSSAG00000066946,ENSSSAG00000063528	1:1:2	ENSG00000080503,ENSG00000084676,ENSG00000102038,ENSG00000103510,ENSG00000104885,ENSG00000109670,ENSG00000110583,ENSG00000120156,ENSG00000122966,ENSG00000139613,ENSG00000151458,ENSG00000153147,ENSG00000168283,ENSG00000181472,ENSG00000187531,ENSG00000197879,ENSG00000225830
DHX38	ENSG00000140829	Q92620	OG6v0006528.28	ENSELUG00000014379	ENSSSAG00000072095,ENSSSAG00000076393	1:1:2	ENSG00000060688,ENSG00000081154,ENSG00000096401,ENSG00000105248,ENSG00000109536,ENSG00000113593,ENSG00000131013,ENSG00000138231,ENSG00000138433,ENSG00000153147,ENSG00000169976,ENSG00000172115,ENSG00000182004,ENSG00000196419,ENSG00000197181,ENSG00000240682,ENSG00000273559
PPP6R3	ENSG00000110075	Q5H9R7	OG6v0006744.28	ENSELUG00000010007	ENSSSAG00000063838,ENSSSAG00000059393	1:1:2	ENSG00000055483,ENSG00000058056,ENSG00000077463,ENSG00000078246,ENSG00000084754,ENSG00000087586,ENSG00000119414,ENSG00000130234,ENSG00000130669,ENSG00000139645,ENSG00000143851,ENSG00000160360,ENSG00000162063,ENSG00000166181,ENSG00000166851,ENSG00000172009,ENSG00000254986
MRPL17	ENSG00000158042	Q9NRX2	OG6v0008103.28	ENSELUG00000020191	ENSSSAG00000003427,ENSSSAG00000100835	1:1:2	ENSG00000082515,ENSG00000102226,ENSG00000103319,ENSG00000105364,ENSG00000106591,ENSG00000113048,ENSG00000114686,ENSG00000115364,ENSG00000130312,ENSG00000132530,ENSG00000137168,ENSG00000148450,ENSG00000154719,ENSG00000156928,ENSG00000167526,ENSG00000182768,ENSG00000243927
MDM2	ENSG00000135679	Q00987	OG6v0008820.27	ENSELUG00000013606	ENSSSAG00000059112,ENSSSAG00000098575	1:1:2	ENSG00000100116,ENSG00000101843,ENSG00000106144,ENSG00000106462,ENSG00000114166,ENSG00000116698,ENSG00000130234,ENSG00000137193,ENSG00000139687,ENSG00000150457,ENSG00000152457,ENSG00000158019,ENSG00000162434,ENSG00000164305,ENSG00000164362,ENSG00000168411,ENSG00000172031
PDCD11	ENSG00000148843	Q14690	OG6v0009649.26	ENSELUG00000004211	ENSSSAG00000004225,ENSSSAG00000079293	1:1:2	ENSG00000013725,ENSG00000065183,ENSG00000105559,ENSG00000111615,ENSG00000113460,ENSG00000116209,ENSG00000121058,ENSG00000124383,ENSG00000136271,ENSG00000140988,ENSG00000142534,ENSG00000177971,ENSG00000178105,ENSG00000179041,ENSG00000183520,ENSG00000189306,ENSG00000278053
BATF	ENSG00000156127	Q16520	OG6v0011694.25	ENSELUG00000004847	ENSSSAG00000111782,ENSSSAG00000046729	1:1:2	ENSG00000060566,ENSG00000075426,ENSG00000082641,ENSG00000092067,ENSG00000116044,ENSG00000123405,ENSG00000125740,ENSG00000143578,ENSG00000153879,ENSG00000156273,ENSG00000162772,ENSG00000165030,ENSG00000167074,ENSG00000170345,ENSG00000175197,ENSG00000177606,ENSG00000182759
WDR3	ENSG00000065183	Q9UNX4	OG6v0012550.23	ENSELUG00000005997	ENSSSAG00000059032	1:1:1	ENSG00000055483,ENSG00000087269,ENSG00000105993,ENSG00000115761,ENSG00000115946,ENSG00000120158,ENSG00000122965,ENSG00000129460,ENSG00000130935,ENSG00000132467,ENSG00000136718,ENSG00000147604,ENSG00000148843,ENSG00000165733,ENSG00000174891,ENSG00000184220,ENSG00000225921
YEATS2	ENSG00000163872	Q9ULM3	OG6v0013188.22	ENSELUG00000011224	ENSSSAG00000066095	1:1:1	ENSG00000028839,ENSG00000087152,ENSG00000114166,ENSG00000115350,ENSG00000117505,ENSG00000119760,ENSG00000135801,ENSG00000136807,ENSG00000148229,ENSG00000149474,ENSG00000151332,ENSG00000163659,ENSG00000171148,ENSG00000172578,ENSG00000172977,ENSG00000173011,ENSG00000176438
DDX46	ENSG00000145833	Q7L014	OG6v0013224.22	ENSELUG00000000817	ENSSSAG00000067503	1:1:1	ENSG00000067900,ENSG00000070495,ENSG00000099995,ENSG00000100319,ENSG00000102241,ENSG00000106290,ENSG00000110583,ENSG00000125870,ENSG00000131043,ENSG00000134057,ENSG00000135250,ENSG00000137955,ENSG00000165588,ENSG00000172115,ENSG00000179950,ENSG00000183431,ENSG00000185246
MRPS26	ENSG00000125901	Q9BYN8	OG6v0013661.23	ENSELUG00000002003	ENSSSAG00000060368	1:1:1	ENSG00000074071,ENSG00000100294,ENSG00000102738,ENSG00000106591,ENSG00000108826,ENSG00000116898,ENSG00000120333,ENSG00000131368,ENSG00000135972,ENSG00000137288,ENSG00000137547,ENSG00000140990,ENSG00000163319,ENSG00000175756,ENSG00000204568,ENSG00000239789,ENSG00000243927
UTP3	ENSG00000132467	Q9NQZ2	OG6v0014344.21	ENSELUG00000001527	ENSSSAG00000072789	1:1:1	ENSG00000065183,ENSG00000067334,ENSG00000086189,ENSG00000105671,ENSG00000112578,ENSG00000115761,ENSG00000117597,ENSG00000119616,ENSG00000120158,ENSG00000124383,ENSG00000137154,ENSG00000146109,ENSG00000165733,ENSG00000171824,ENSG00000177971,ENSG00000183520,ENSG00000278053
SLIT2	ENSG00000145147	O94813	OG6v0000474.81	ENSELUG00000006536	ENSSSAG00000089186,ENSSSAG00000093572	1:1:2	ENSG00000044524,ENSG00000105880,ENSG00000105996,ENSG00000116106,ENSG00000139329,ENSG00000145242,ENSG00000147113,ENSG00000154133,ENSG00000154134,ENSG00000169855,ENSG00000182771,ENSG00000185008,ENSG00000185127,ENSG00000185483,ENSG00000187323,ENSG00000212864
PTK2	ENSG00000169398	Q05397	OG6v0002581.47	ENSELUG00000022774	ENSSSAG00000044281,ENSSSAG00000041449	1:1:2	ENSG00000023287,ENSG00000050820,ENSG00000073712,ENSG00000089159,ENSG00000091409,ENSG00000104140,ENSG00000110031,ENSG00000110395,ENSG00000111859,ENSG00000133101,ENSG00000137076,ENSG00000140682,ENSG00000153317,ENSG00000166851,ENSG00000183918,ENSG00000187323
GABARAPL2	ENSG00000034713	P60520	OG6v0004116.53	ENSELUG00000016235	ENSSSAG00000010013,ENSSSAG00000054394	1:1:2	ENSG00000054611,ENSG00000068354,ENSG00000069509,ENSG00000078804,ENSG00000083290,ENSG00000101844,ENSG00000130734,ENSG00000131711,ENSG00000144848,ENSG00000161011,ENSG00000168397,ENSG00000176171,ENSG00000197548,ENSG00000204371,ENSG00000205363,ENSG00000242028
SUPT5H	ENSG00000196235	O00267	OG6v0005814.29	ENSELUG00000011402	ENSSSAG00000048229,ENSSSAG00000070007	1:1:2	ENSG00000006712,ENSG00000065328,ENSG00000091640,ENSG00000101158,ENSG00000102978,ENSG00000104299,ENSG00000106682,ENSG00000111880,ENSG00000114686,ENSG00000134371,ENSG00000137815,ENSG00000164941,ENSG00000168002,ENSG00000185345,ENSG00000198730,ENSG00000213246
MAP1B	ENSG00000131711	P46821	OG6v0006378.28	ENSELUG00000000124	ENSSSAG00000078562,ENSSSAG00000108060	1:1:2	ENSG00000034713,ENSG00000068028,ENSG00000083799,ENSG00000084754,ENSG00000086061,ENSG00000101109,ENSG00000104375,ENSG00000130479,ENSG00000140575,ENSG00000140740,ENSG00000141568,ENSG00000142330,ENSG00000143379,ENSG00000198055,ENSG00000198954,ENSG00000266094
KDM5A	ENSG00000073614	P29375	OG6v0006425.28	ENSELUG00000008408	ENSSSAG00000040079,ENSSSAG00000004832	1:1:2	ENSG00000058272,ENSG00000068024,ENSG00000078399,ENSG00000105656,ENSG00000109381,ENSG00000109819,ENSG00000118922,ENSG00000124766,ENSG00000137693,ENSG00000143379,ENSG00000143569,ENSG00000146648,ENSG00000157259,ENSG00000169925,ENSG00000170854,ENSG00000171988
MED14	ENSG00000180182	O60244	OG6v0006482.28	ENSELUG00000023744	ENSSSAG00000071073,ENSSSAG00000080229	1:1:2	ENSG00000042429,ENSG00000063322,ENSG00000104973,ENSG00000106290,ENSG00000108590,ENSG00000110768,ENSG00000118579,ENSG00000130699,ENSG00000133398,ENSG00000133997,ENSG00000136146,ENSG00000137413,ENSG00000152944,ENSG00000155846,ENSG00000155868,ENSG00000164758
XAB2	ENSG00000076924	Q9HCS7	OG6v0006809.28	ENSELUG00000012107	ENSSSAG00000005767,ENSSSAG00000038320	1:1:2	ENSG00000067248,ENSG00000084072,ENSG00000096401,ENSG00000101343,ENSG00000103005,ENSG00000104957,ENSG00000105248,ENSG00000116752,ENSG00000117614,ENSG00000143751,ENSG00000150316,ENSG00000153015,ENSG00000172775,ENSG00000198783,ENSG00000240682,ENSG00000273559
MPHOSPH10	ENSG00000124383	O00566	OG6v0007022.28	ENSELUG00000017942	ENSSSAG00000069030,ENSSSAG00000073294	1:1:2	ENSG00000086189,ENSG00000087269,ENSG00000101361,ENSG00000108651,ENSG00000111615,ENSG00000115946,ENSG00000123737,ENSG00000132467,ENSG00000136718,ENSG00000148843,ENSG00000165733,ENSG00000174720,ENSG00000177971,ENSG00000183520,ENSG00000184967,ENSG00000275700
CDC73	ENSG00000134371	Q6P1J9	OG6v0007327.28	ENSELUG00000004449	ENSSSAG00000066345	1:1:1	ENSG00000006712,ENSG00000090061,ENSG00000101158,ENSG00000103549,ENSG00000109670,ENSG00000111087,ENSG00000119772,ENSG00000129691,ENSG00000140395,ENSG00000155827,ENSG00000163945,ENSG00000168036,ENSG00000173801,ENSG00000196235,ENSG00000198730,ENSG00000214575
POLR3A	ENSG00000148606	O14802	OG6v0008280.27	ENSELUG00000014016	ENSSSAG00000030720,ENSSSAG00000006213	1:1:2	ENSG00000089094,ENSG00000100142,ENSG00000100413,ENSG00000104221,ENSG00000113356,ENSG00000127585,ENSG00000132664,ENSG00000161980,ENSG00000163882,ENSG00000168495,ENSG00000171453,ENSG00000177700,ENSG00000185024,ENSG00000186141,ENSG00000186184,ENSG00000254772
SF3B2	ENSG00000087365	Q13435	OG6v0008476.27	ENSELUG00000005586	ENSSSAG00000045050,ENSSSAG00000054283	1:1:2	ENSG00000068394,ENSG00000101161,ENSG00000102241,ENSG00000104897,ENSG00000105559,ENSG00000112739,ENSG00000113141,ENSG00000126698,ENSG00000132792,ENSG00000134453,ENSG00000151657,ENSG00000163798,ENSG00000163877,ENSG00000169976,ENSG00000183431,ENSG00000185272
HSPB1	ENSG00000106211	P04792	OG6v0009381.27	ENSELUG00000000880	ENSSSAG00000101076,ENSSSAG00000088803	1:1:2	ENSG00000049239,ENSG00000083223,ENSG00000110321,ENSG00000129103,ENSG00000133687,ENSG00000139372,ENSG00000142330,ENSG00000152137,ENSG00000162063,ENSG00000167615,ENSG00000169087,ENSG00000170276,ENSG00000182919,ENSG00000196549,ENSG00000213672,ENSG00000243789
JUN	ENSG00000177606	P05412	OG6v0010499.26	ENSELUG00000001256	ENSSSAG00000057039,ENSSSAG00000054260	1:1:2	ENSG00000075426,ENSG00000100030,ENSG00000104529,ENSG00000115966,ENSG00000124203,ENSG00000125740,ENSG00000146592,ENSG00000156127,ENSG00000162772,ENSG00000165462,ENSG00000165588,ENSG00000170345,ENSG00000175197,ENSG00000175592,ENSG00000197323,ENSG00000205363
MRPL57	ENSG00000173141	Q9BQC6	OG6v0010798.26	ENSELUG00000023731	ENSSSAG00000097766,ENSSSAG00000000389	1:1:2	ENSG00000061794,ENSG00000082515,ENSG00000096080,ENSG00000131368,ENSG00000140990,ENSG00000149792,ENSG00000159111,ENSG00000163319,ENSG00000164258,ENSG00000166902,ENSG00000167862,ENSG00000172590,ENSG00000183617,ENSG00000185414,ENSG00000204316,ENSG00000265681
MED17	ENSG00000042429	Q9NVC6	OG6v0012626.23	ENSELUG00000015752	ENSSSAG00000033476,ENSSSAG00000065487	1:1:2	ENSG00000102978,ENSG00000106290,ENSG00000108590,ENSG00000110768,ENSG00000111358,ENSG00000118579,ENSG00000124641,ENSG00000125686,ENSG00000130772,ENSG00000133997,ENSG00000147669,ENSG00000148297,ENSG00000148835,ENSG00000159479,ENSG00000164758,ENSG00000180182
MRPL21	ENSG00000197345	Q7Z2W9	OG6v0012949.23	ENSELUG00000023223	ENSSSAG00000077160	1:1:1	ENSG00000048544,ENSG00000055950,ENSG00000108826,ENSG00000115539,ENSG00000125445,ENSG00000131914,ENSG00000132676,ENSG00000135900,ENSG00000137547,ENSG00000156239,ENSG00000163682,ENSG00000169288,ENSG00000172590,ENSG00000179271,ENSG00000198015,ENSG00000242485
CEP290	ENSG00000198707	O15078	OG6v0013149.22	ENSELUG00000011767	ENSSSAG00000004548	1:1:1	ENSG00000011143,ENSG00000048342,ENSG00000078674,ENSG00000083535,ENSG00000103494,ENSG00000112877,ENSG00000119977,ENSG00000135315,ENSG00000135541,ENSG00000150477,ENSG00000158062,ENSG00000166813,ENSG00000174799,ENSG00000182504,ENSG00000204852,ENSG00000242028
INO80	ENSG00000128908	Q9ULG1	OG6v0013864.21	ENSELUG00000001071	ENSSSAG00000042852	1:1:1	ENSG00000071243,ENSG00000105619,ENSG00000112659,ENSG00000113812,ENSG00000114933,ENSG00000115274,ENSG00000118193,ENSG00000126787,ENSG00000136518,ENSG00000154144,ENSG00000163635,ENSG00000169592,ENSG00000170322,ENSG00000175766,ENSG00000178028,ENSG00000203740
XRCC5	ENSG00000079246	P13010	OG6v0014064.21	ENSELUG00000001093	ENSSSAG00000097596	1:1:1	ENSG00000067369,ENSG00000119318,ENSG00000121058,ENSG00000132604,ENSG00000134899,ENSG00000139515,ENSG00000147601,ENSG00000148737,ENSG00000152457,ENSG00000160224,ENSG00000166169,ENSG00000169621,ENSG00000174405,ENSG00000175595,ENSG00000196419,ENSG00000198646
MRPL40	ENSG00000185608	Q9NQ50	OG6v0014733.21	ENSELUG00000030802	ENSSSAG00000089945	1:1:1	ENSG00000048544,ENSG00000096080,ENSG00000122140,ENSG00000132313,ENSG00000135900,ENSG00000144029,ENSG00000148824,ENSG00000162910,ENSG00000163319,ENSG00000167862,ENSG00000175581,ENSG00000175756,ENSG00000179271,ENSG00000204316,ENSG00000243927,ENSG00000259494
SMARCC2	ENSG00000139613	Q8TAQ2	OG6v0000564.75	ENSELUG00000015387	ENSSSAG00000044195,ENSSSAG00000067429	1:1:2	ENSG00000009954,ENSG00000011332,ENSG00000049618,ENSG00000066117,ENSG00000073584,ENSG00000080503,ENSG00000082014,ENSG00000106290,ENSG00000108604,ENSG00000135655,ENSG00000166164,ENSG00000170345,ENSG00000175387,ENSG00000189079,ENSG00000205683
CBX8	ENSG00000141570	Q9HC52	OG6v0001474.53	ENSELUG00000013522	ENSSSAG00000054783,ENSSSAG00000046122	1:1:2	ENSG00000012048,ENSG00000074266,ENSG00000089053,ENSG00000094880,ENSG00000115289,ENSG00000121481,ENSG00000130177,ENSG00000138376,ENSG00000149679,ENSG00000168283,ENSG00000169016,ENSG00000183741,ENSG00000185515,ENSG00000187231,ENSG00000204227
TPR	ENSG00000047410	P12270	OG6v0001957.50	ENSELUG00000003778	ENSSSAG00000015852,ENSSSAG00000033233	1:1:2	ENSG00000002822,ENSG00000015676,ENSG00000091732,ENSG00000119333,ENSG00000125450,ENSG00000126870,ENSG00000126883,ENSG00000130234,ENSG00000143207,ENSG00000160294,ENSG00000174780,ENSG00000187531,ENSG00000196911,ENSG00000198730,ENSG00000204843
AFF1	ENSG00000172493	P51825	OG6v0004737.33	ENSELUG00000019953	ENSSSAG00000065627,ENSSSAG00000031178	1:1:2	ENSG00000036672,ENSG00000072364,ENSG00000082258,ENSG00000090061,ENSG00000105656,ENSG00000116830,ENSG00000129315,ENSG00000136807,ENSG00000140395,ENSG00000140474,ENSG00000171843,ENSG00000174720,ENSG00000175426,ENSG00000188986,ENSG00000198730
HADHA	ENSG00000084754	P40939	OG6v0005403.30	ENSELUG00000001109	ENSSSAG00000066302,ENSSSAG00000078035	1:1:2	ENSG00000019582,ENSG00000086061,ENSG00000110075,ENSG00000125686,ENSG00000131711,ENSG00000137693,ENSG00000138029,ENSG00000156599,ENSG00000161011,ENSG00000163930,ENSG00000171456,ENSG00000183527,ENSG00000188157,ENSG00000197323,ENSG00000198218
RNF5	ENSG00000204308	Q99942	OG6v0007863.28	ENSELUG00000005660	ENSSSAG00000120859,ENSSSAG00000099917	1:1:2	ENSG00000058799,ENSG00000070495,ENSG00000078967,ENSG00000103042,ENSG00000104343,ENSG00000133597,ENSG00000134109,ENSG00000138942,ENSG00000145860,ENSG00000170881,ENSG00000182087,ENSG00000184787,ENSG00000198833,ENSG00000204427,ENSG00000205808
TAF6	ENSG00000106290	P49848	OG6v0008706.27	ENSELUG00000007773	ENSSSAG00000040539,ENSSSAG00000045755	1:1:2	ENSG00000042429,ENSG00000110768,ENSG00000119760,ENSG00000135801,ENSG00000136146,ENSG00000137413,ENSG00000139613,ENSG00000141456,ENSG00000145833,ENSG00000148835,ENSG00000165632,ENSG00000166337,ENSG00000169375,ENSG00000180182,ENSG00000187778
CDK1	ENSG00000170312	P06493	OG6v0009273.27	ENSELUG00000005428	ENSSSAG00000071214,ENSSSAG00000006872	1:1:2	ENSG00000090061,ENSG00000100526,ENSG00000105173,ENSG00000105219,ENSG00000110092,ENSG00000133101,ENSG00000134057,ENSG00000145386,ENSG00000147082,ENSG00000152669,ENSG00000156970,ENSG00000157456,ENSG00000163806,ENSG00000170345,ENSG00000198890
MRPL15	ENSG00000137547	Q9P015	OG6v0010482.26	ENSELUG00000007952	ENSSSAG00000009177,ENSSSAG00000043628	1:1:2	ENSG00000061794,ENSG00000062582,ENSG00000086504,ENSG00000105364,ENSG00000111639,ENSG00000112996,ENSG00000125901,ENSG00000132313,ENSG00000148824,ENSG00000149792,ENSG00000163319,ENSG00000167862,ENSG00000179271,ENSG00000197345,ENSG00000274523
NDUFB4	ENSG00000065518	O95168	OG6v0010776.26	ENSELUG00000008763	ENSSSAG00000078894	1:1:1	ENSG00000090266,ENSG00000096080,ENSG00000099795,ENSG00000125356,ENSG00000135940,ENSG00000139180,ENSG00000140990,ENSG00000147123,ENSG00000147684,ENSG00000156467,ENSG00000160194,ENSG00000165264,ENSG00000166136,ENSG00000174886,ENSG00000184857
IQGAP1	ENSG00000140575	P46940	OG6v0010895.25	ENSELUG00000002892	ENSSSAG00000006035,ENSSSAG00000045637	1:1:2	ENSG00000107863,ENSG00000111404,ENSG00000129007,ENSG00000131711,ENSG00000133961,ENSG00000137076,ENSG00000137135,ENSG00000138193,ENSG00000141736,ENSG00000142534,ENSG00000145703,ENSG00000146648,ENSG00000150593,ENSG00000161800,ENSG00000197555
GTF3C3	ENSG00000119041	Q9Y5Q9	OG6v0010987.25	ENSELUG00000012293	ENSSSAG00000115411,ENSSSAG00000054615	1:1:2	ENSG00000036672,ENSG00000058600,ENSG00000067369,ENSG00000112033,ENSG00000116906,ENSG00000119614,ENSG00000122484,ENSG00000125450,ENSG00000125484,ENSG00000134323,ENSG00000148308,ENSG00000155115,ENSG00000157184,ENSG00000165934,ENSG00000185024
MRPL47	ENSG00000136522	Q9HD33	OG6v0011552.25	ENSELUG00000004619	ENSSSAG00000077757,ENSSSAG00000002845	1:1:2	ENSG00000048544,ENSG00000085760,ENSG00000086504,ENSG00000102738,ENSG00000111639,ENSG00000116221,ENSG00000130312,ENSG00000131368,ENSG00000132300,ENSG00000143314,ENSG00000163319,ENSG00000165526,ENSG00000181610,ENSG00000182154,ENSG00000214026
RRS1	ENSG00000179041	Q15050	OG6v0012841.23	ENSELUG00000015043	ENSSSAG00000106406	1:1:1	ENSG00000100029,ENSG00000105373,ENSG00000108592,ENSG00000113460,ENSG00000117395,ENSG00000122026,ENSG00000130119,ENSG00000134697,ENSG00000147679,ENSG00000148843,ENSG00000165733,ENSG00000167513,ENSG00000171490,ENSG00000196504,ENSG00000197498
RPL36	ENSG00000130255	Q9Y3U8	OG6v0013017.23	ENSELUG00000029068	ENSSSAG00000046051,ENSSSAG00000075425	1:1:2	ENSG00000007080,ENSG00000086102,ENSG00000099800,ENSG00000105373,ENSG00000108592,ENSG00000109475,ENSG00000113460,ENSG00000123349,ENSG00000143947,ENSG00000145220,ENSG00000148303,ENSG00000167526,ENSG00000174748,ENSG00000185298,ENSG00000197958
SLU7	ENSG00000164609	O95391	OG6v0013334.22	ENSELUG00000022607	ENSSSAG00000040045	1:1:1	ENSG00000096401,ENSG00000101343,ENSG00000105058,ENSG00000112739,ENSG00000113593,ENSG00000117360,ENSG00000128563,ENSG00000129518,ENSG00000136819,ENSG00000163510,ENSG00000165630,ENSG00000168438,ENSG00000182004,ENSG00000182196,ENSG00000240344
SNW1	ENSG00000100603	Q13573	OG6v0013353.22	ENSELUG00000007239	ENSSSAG00000046052	1:1:1	ENSG00000096401,ENSG00000100023,ENSG00000100056,ENSG00000101343,ENSG00000117614,ENSG00000131013,ENSG00000137168,ENSG00000137656,ENSG00000143294,ENSG00000150316,ENSG00000161526,ENSG00000163877,ENSG00000168438,ENSG00000171566,ENSG00000204560
SKIC8	ENSG00000140395	Q9GZS3	OG6v0014517.21	ENSELUG00000023597	ENSSSAG00000045654	1:1:1	ENSG00000095787,ENSG00000113068,ENSG00000113638,ENSG00000123349,ENSG00000128915,ENSG00000134371,ENSG00000155959,ENSG00000164751,ENSG00000165525,ENSG00000171843,ENSG00000172493,ENSG00000176978,ENSG00000198677,ENSG00000198730,ENSG00000225830
AURKAIP1	ENSG00000175756	Q9NWT8	OG6v0015525.20	ENSELUG00000021118	ENSSSAG00000074820	1:1:1	ENSG00000082515,ENSG00000108826,ENSG00000116898,ENSG00000125901,ENSG00000130312,ENSG00000134056,ENSG00000135900,ENSG00000135972,ENSG00000145220,ENSG00000157778,ENSG00000166902,ENSG00000168924,ENSG00000183617,ENSG00000185608,ENSG00000243927
TGFB1I1	ENSG00000140682	O43294	OG6v0015951.19	ENSELUG00000023328	ENSSSAG00000006235	1:1:1	ENSG00000050820,ENSG00000079308,ENSG00000087589,ENSG00000100842,ENSG00000105656,ENSG00000108262,ENSG00000111859,ENSG00000119283,ENSG00000119326,ENSG00000120899,ENSG00000134086,ENSG00000137076,ENSG00000139436,ENSG00000166333,ENSG00000169398
MRPL22	ENSG00000082515	Q9NWU5	OG6v0016108.19	ENSELUG00000001259	ENSSSAG00000058260	1:1:1	ENSG00000053372,ENSG00000072849,ENSG00000105364,ENSG00000106591,ENSG00000116221,ENSG00000135900,ENSG00000149792,ENSG00000154719,ENSG00000158042,ENSG00000166477,ENSG00000172172,ENSG00000173141,ENSG00000175756,ENSG00000198015,ENSG00000242485
NDUFB3	ENSG00000119013	O43676	OG6v0016142.19	ENSELUG00000012669	ENSSSAG00000006051	1:1:1	ENSG00000090266,ENSG00000128609,ENSG00000137806,ENSG00000139182,ENSG00000140990,ENSG00000142541,ENSG00000147123,ENSG00000147684,ENSG00000151131,ENSG00000155393,ENSG00000158864,ENSG00000162604,ENSG00000165264,ENSG00000166347,ENSG00000183648
PXN	ENSG00000089159	P49023	OG6v0000968.67	ENSELUG00000023581	ENSSSAG00000080423,ENSSSAG00000053723	1:1:2	ENSG00000050820,ENSG00000082258,ENSG00000108262,ENSG00000110395,ENSG00000120899,ENSG00000130177,ENSG00000130559,ENSG00000137076,ENSG00000138448,ENSG00000139436,ENSG00000139645,ENSG00000166333,ENSG00000169398,ENSG00000173020
